id,account_id,lastUpdated,createdDate,seasonID
1,65110965,2024-01-19 06:18:29.468,2024-01-19 06:18:29.467,3
2,113003047,2024-01-19 10:34:35.63,2024-01-19 10:34:35.614,3
3,80636612,2024-01-19 13:20:32.917,2024-01-19 13:20:32.916,3
4,34940151,2024-01-19 13:50:32.63,2024-01-19 13:50:32.629,3
5,125251142,2024-01-19 19:34:36.382,2024-01-19 19:34:36.381,3
6,423076846,2024-01-19 19:56:36.125,2024-01-19 19:56:36.124,3
7,68024789,2024-01-20 02:41:48.675,2024-01-20 02:41:48.671,3
8,67762413,2024-01-20 03:00:15.187,2024-01-20 03:00:15.186,3
9,214308966,2024-01-28 02:10:02.91,2024-01-28 02:10:02.909,3
