id,lastUpdated,type,active,createdDate,endDate,endGold,endXp,gold,questSlot,randomID,status,turbotownID,win,xp
120,2024-01-23 03:03:19.193,random,false,2024-01-23 03:03:19.192,2024-02-02 01:12:50.087,0,50,100,1,525,completed,5,false,100
150,2024-01-26 04:07:08.176,random,false,2024-01-26 04:07:08.175,2024-02-03 02:57:45.436,100,150,100,3,555,completed,8,true,100
147,2024-01-26 03:44:14.719,random,false,2024-01-26 03:44:14.718,2024-01-27 02:24:53.211,0,50,100,1,552,completed,3,false,100
161,2024-01-27 02:25:00.516,random,false,2024-01-27 02:25:00.515,2024-01-27 02:56:09.689,0,50,100,1,566,completed,3,false,100
168,2024-01-27 02:58:59.415,random,true,2024-01-27 02:58:59.414,,,,100,3,573,active,2,,100
162,2024-01-27 02:25:18.167,random,false,2024-01-27 02:25:18.166,2024-01-27 03:31:40.16,0,50,100,1,567,completed,2,false,100
159,2024-01-26 05:05:22.717,random,false,2024-01-26 05:05:22.716,2024-01-27 03:31:44.572,0,50,100,3,564,completed,3,false,100
16,2024-01-19 19:56:54.686,random,false,2024-01-19 19:56:54.685,2024-01-27 03:32:13.778,0,50,100,1,421,completed,6,false,100
166,2024-01-27 02:56:56.577,random,false,2024-01-27 02:56:56.576,2024-01-27 03:32:16.301,0,50,100,1,571,completed,8,false,100
167,2024-01-27 02:57:02.297,random,false,2024-01-27 02:57:02.296,2024-01-27 04:01:20.675,0,50,100,2,572,completed,1,false,100
174,2024-01-27 03:32:24.357,random,false,2024-01-27 03:32:24.356,2024-01-27 04:01:26.734,0,50,100,1,579,completed,8,false,100
169,2024-01-27 03:31:48.521,random,false,2024-01-27 03:31:48.52,2024-01-27 04:01:34.942,0,50,100,1,574,completed,2,false,100
165,2024-01-27 02:56:22.465,random,false,2024-01-27 02:56:22.464,2024-01-27 04:01:37.965,0,50,100,2,570,completed,6,false,100
178,2024-01-27 04:02:08.704,random,false,2024-01-27 04:02:08.703,2024-01-27 04:26:55.925,100,150,100,2,583,completed,1,true,100
177,2024-01-27 04:01:45.221,random,false,2024-01-27 04:01:45.22,2024-01-27 04:27:11.57,100,150,100,2,582,completed,6,true,100
187,2024-01-28 02:10:22.935,random,false,2024-01-28 02:10:22.934,2024-01-28 02:30:39.807,0,50,100,3,592,completed,9,false,100
184,2024-01-27 15:11:18.058,random,false,2024-01-27 15:11:18.104,2024-01-28 02:53:43.834,100,150,100,2,589,completed,1,true,100
190,2024-01-28 02:30:48.997,random,false,2024-01-28 02:30:48.996,2024-01-28 02:55:42.916,100,150,100,3,595,completed,4,true,100
176,2024-01-27 04:01:42.533,random,false,2024-01-27 04:01:42.532,2024-01-28 02:55:53.018,100,150,100,1,581,completed,2,true,100
185,2024-01-28 02:10:14.7,random,false,2024-01-28 02:10:14.699,2024-01-28 02:56:09.486,100,150,100,1,590,completed,9,true,100
191,2024-01-28 02:54:00.413,random,false,2024-01-28 02:54:00.412,2024-01-28 03:20:52.332,100,150,100,2,596,completed,1,true,100
192,2024-01-28 02:55:57.446,random,false,2024-01-28 02:55:57.445,2024-01-28 03:32:37.977,0,50,100,3,597,completed,4,false,100
188,2024-01-28 02:30:47.081,random,false,2024-01-28 02:30:47.08,2024-01-28 03:33:02.719,0,50,100,2,593,completed,2,false,100
186,2024-01-28 02:10:22.316,random,false,2024-01-28 02:10:22.315,2024-01-28 03:33:05.133,0,50,100,2,591,completed,9,false,100
195,2024-01-28 03:21:01.095,random,false,2024-01-28 03:21:01.094,2024-01-28 04:26:49.543,100,150,100,2,600,completed,1,true,100
189,2024-01-28 02:30:47.593,random,false,2024-01-28 02:30:47.592,2024-01-28 04:28:32.452,100,150,100,3,594,completed,9,true,100
172,2024-01-27 03:32:10.36,random,false,2024-01-27 03:32:10.359,2024-01-28 04:50:16.749,100,150,100,1,577,completed,1,true,100
196,2024-01-28 03:32:51.983,random,false,2024-01-28 03:32:51.982,2024-01-28 17:10:22.358,100,150,100,3,601,completed,4,true,100
201,2024-01-28 05:05:48.927,random,false,2024-01-28 05:05:48.952,2024-01-28 17:10:43.601,100,150,100,1,606,completed,1,true,100
164,2024-01-27 02:56:17.968,random,false,2024-01-27 02:56:17.967,2024-01-29 00:09:57.794,0,50,100,1,569,completed,3,false,100
145,2024-01-25 04:04:49.073,random,false,2024-01-25 04:04:49.072,2024-01-29 01:32:26.815,100,150,100,2,550,completed,7,true,100
205,2024-01-29 01:32:59.143,random,false,2024-01-29 01:32:59.168,2024-01-29 02:24:58.095,100,150,100,2,610,completed,7,true,100
206,2024-01-29 02:00:04.665,random,false,2024-01-29 02:00:04.664,2024-01-29 02:59:19.942,0,50,100,3,611,completed,7,false,100
207,2024-01-29 02:25:05.406,random,false,2024-01-29 02:25:05.405,2024-01-29 23:09:33.178,100,150,100,2,612,completed,7,true,100
209,2024-01-29 23:09:56.372,random,false,2024-01-29 23:09:56.371,2024-01-29 23:40:02.164,100,150,100,2,614,completed,7,true,100
175,2024-01-27 04:01:35.021,random,false,2024-01-27 04:01:35.02,2024-01-30 01:05:10.241,100,150,100,1,580,completed,8,true,100
200,2024-01-28 04:28:40.892,random,false,2024-01-28 04:28:40.891,2024-01-30 01:29:46.001,100,150,100,3,605,completed,9,true,100
208,2024-01-29 02:59:27.135,random,false,2024-01-29 02:59:27.134,2024-01-30 02:02:32.187,0,50,100,3,613,completed,7,false,100
198,2024-01-28 03:53:10.243,random,false,2024-01-28 03:53:10.242,2024-01-30 02:03:05.463,0,50,100,2,603,completed,9,false,100
163,2024-01-27 02:25:55.071,random,false,2024-01-27 02:25:55.07,2024-01-30 02:03:05.962,0,50,100,2,568,completed,8,false,100
204,2024-01-29 00:10:35.123,random,false,2024-01-29 00:10:35.157,2024-01-30 02:03:32.717,0,50,100,1,609,completed,3,false,100
170,2024-01-27 03:31:55.542,random,false,2024-01-27 03:31:55.541,2024-01-30 02:31:33.346,100,150,100,3,575,completed,3,true,100
212,2024-01-30 02:02:40.563,random,false,2024-01-30 02:02:40.562,2024-01-30 02:31:51.384,100,150,100,3,617,completed,7,true,100
171,2024-01-27 03:32:07.19,random,false,2024-01-27 03:32:07.188,2024-01-30 02:32:03.077,100,150,100,1,576,completed,8,true,100
213,2024-01-30 02:03:13.27,random,false,2024-01-30 02:03:13.269,2024-01-30 02:33:52.477,100,150,100,2,618,completed,9,true,100
203,2024-01-28 17:11:38.074,random,false,2024-01-28 17:11:38.102,2024-01-30 02:36:00.908,0,50,100,1,608,completed,1,false,100
218,2024-01-30 02:32:49.261,random,false,2024-01-30 02:32:49.29,2024-01-30 03:11:52.394,100,150,100,3,623,completed,3,true,100
216,2024-01-30 02:31:59.053,random,false,2024-01-30 02:31:59.052,2024-01-30 03:11:53.262,100,150,100,3,621,completed,7,true,100
217,2024-01-30 02:32:11.185,random,false,2024-01-30 02:32:11.184,2024-01-30 03:12:02.375,100,150,100,1,622,completed,8,true,100
219,2024-01-30 02:34:00.711,random,false,2024-01-30 02:34:00.71,2024-01-30 03:12:29.083,100,150,100,2,624,completed,9,true,100
211,2024-01-30 01:29:52.529,random,false,2024-01-30 01:29:52.528,2024-01-30 03:43:54.826,0,50,100,3,616,completed,9,false,100
210,2024-01-29 23:40:09.179,random,false,2024-01-29 23:40:09.178,2024-01-30 03:44:22.116,0,50,100,2,615,completed,7,false,100
179,2024-01-27 04:26:59.451,random,false,2024-01-27 04:26:59.45,2024-01-30 03:44:24.842,0,50,100,1,584,completed,8,false,100
199,2024-01-28 04:27:52.787,random,false,2024-01-28 04:27:52.821,2024-01-30 03:51:11.894,0,50,100,2,604,completed,1,false,100
214,2024-01-30 02:03:21.586,random,false,2024-01-30 02:03:21.585,2024-01-30 04:38:27.631,0,50,100,2,619,completed,8,false,100
194,2024-01-28 02:56:24.418,random,false,2024-01-28 02:56:24.416,2024-01-31 02:43:18.099,0,50,100,1,599,completed,9,false,100
222,2024-01-30 03:12:05.568,random,false,2024-01-30 03:12:05.567,2024-02-01 01:53:46.16,0,50,100,3,627,completed,1,false,100
224,2024-01-30 03:12:09.868,random,false,2024-01-30 03:12:09.867,2024-02-01 03:03:10.569,0,50,100,1,629,completed,8,false,100
202,2024-01-28 17:10:36.377,random,false,2024-01-28 17:10:36.376,2024-02-01 03:03:13.522,0,50,100,3,607,completed,4,false,100
226,2024-01-30 03:13:16.292,random,false,2024-01-30 03:13:16.311,2024-02-01 03:41:05.064,0,50,100,1,631,completed,4,false,100
215,2024-01-30 02:03:42.149,random,false,2024-01-30 02:03:42.148,2024-02-01 04:13:04.693,100,150,100,1,620,completed,3,true,100
180,2024-01-27 04:27:18.474,random,false,2024-01-27 04:27:18.473,2024-02-01 23:14:52.037,0,50,100,2,585,completed,6,false,100
225,2024-01-30 03:12:36.417,random,false,2024-01-30 03:12:36.416,2024-02-02 02:15:36.573,0,50,100,2,630,completed,9,false,100
197,2024-01-28 03:33:41.931,random,false,2024-01-28 03:33:41.93,2024-02-04 13:38:38.51,100,150,100,2,602,completed,2,true,100
193,2024-01-28 02:56:02.729,random,false,2024-01-28 02:56:02.728,2024-02-04 14:44:48.26,0,50,100,1,598,completed,2,false,100
223,2024-01-30 03:12:05.97,random,false,2024-01-30 03:12:05.969,2024-01-30 03:44:22.898,0,50,100,3,628,completed,3,false,100
